cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,277,1,31227334.24,100000000437046100;100000008477350100;100000005910114100;100000008731444100;100000002398779100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 6 координаторов, 15 сборщиков, 9 распределителей. Требует проверки."
2,270,1,10178044.0,100000002578405100;100000001697501100;100000002527114100;100000001166289100;100000002733905100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 0 координаторов, 0 сборщиков, 3 распределителей. Требует проверки."
3,158,1,32434270.59,100000008547948100;100000008489922100;100000008710791100;100000008547844100;100000008517538100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 3 координаторов, 6 сборщиков, 7 распределителей. Требует проверки."
4,146,3,19519090.0,100000008165763100;100000005612411100;100000008304139100;100000003684369100;100000004847758100,"Гипотеза: возможный общий контур сбора потоков от нескольких seed; 3 seed, 0 координаторов, 2 сборщиков, 7 распределителей. Требует проверки."
5,127,7,18414962.28,100000001530983100;100000005287097100;100000006518161100;100000003016635100;100000000490383100,"Гипотеза: возможный общий контур сбора потоков от нескольких seed; 7 seed, 0 координаторов, 1 сборщиков, 5 распределителей. Требует проверки."
6,126,0,24907250.33,100000000331309100;100000006889963100;100000000332284100;100000008560717100;100000003741418100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 0 seed, 1 координаторов, 5 сборщиков, 2 распределителей. Требует проверки."
7,106,0,11794744.0,100000008603629100;100000001857829100;100000000661912100;100000002723538100;100000005048668100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 0 seed, 2 координаторов, 1 сборщиков, 3 распределителей. Требует проверки."
8,61,0,4350466.67,100000005704413100;100000005578559100;100000008379273100;100000005473151100;100000008104567100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 0 seed, 0 координаторов, 0 сборщиков, 2 распределителей. Требует проверки."
9,61,3,8902320.0,100000004015047100;100000003111305100;100000005171642100;100000006788200100;100000008748408100,"Гипотеза: возможный общий контур сбора потоков от нескольких seed; 3 seed, 0 координаторов, 2 сборщиков, 2 распределителей. Требует проверки."
10,60,0,15020787.0,100000008512827100;100000005242320100;100000005514161100;100000001282143100;100000002443664100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 0 seed, 0 координаторов, 2 сборщиков, 4 распределителей. Требует проверки."
11,56,1,10014014.02,100000002894076100;100000005782781100;100000002921047100;100000005778283100;100000003158727100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 0 координаторов, 1 сборщиков, 1 распределителей. Требует проверки."
12,54,1,6244622.0,100000003115284100;100000008730846100;100000007998965100;100000000343175100;100000006707582100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 0 координаторов, 3 сборщиков, 2 распределителей. Требует проверки."
13,53,1,2993313.0,100000003265158100;100000001899164100;100000004386258100;100000002193259100;100000004662806100,"Гипотеза: ветвь с веерным распределением исходящих переводов; 1 seed, 0 координаторов, 0 сборщиков, 1 распределителей. Требует проверки."
